character	code_point	kMandarin17	CNS11643	policy
逮	U+902E	dǎi	dǎi dài dì	kMandarin17 retained
逴	U+9034	chuō	chuò	kMandarin17 retained
逷	U+9037	tì	dí tì	kMandarin17 retained
逹	U+9039	dá	dá tà	kMandarin17 retained
逺	U+903A	yuǎn	shuǎng yuǎn	kMandarin17 retained
逼	U+903C	bī	bī bì	kMandarin17 retained
逽	U+903D	nuò	nuò nüè	kMandarin17 retained
遂	U+9042	suì	suí suì	kMandarin17 retained
遃	U+9043	yǎn	àn yǎn	kMandarin17 retained
遅	U+9045	chí	zhì chí	kMandarin17 retained
遌	U+904C	è	è wǔ wù	kMandarin17 retained
遍	U+904D	biàn	biàn piàn	kMandarin17 retained
過	U+904E	guò	guō guò	kMandarin17 retained
達	U+9054	dá	dá tà	kMandarin17 retained
遗	U+9057	yí	yí wèi	kMandarin17 retained
遛	U+905B	liù	liú liù	kMandarin17 retained
遜	U+905C	xùn	xùn sùn	kMandarin17 retained
遟	U+905F	chí	zhì chí	kMandarin17 retained
遠	U+9060	yuǎn	yuǎn yuàn	kMandarin17 retained
遡	U+9061	sù	sù suò	kMandarin17 retained
遢	U+9062	ta	tà	kMandarin17 retained
適	U+9069	shì	dí shì	kMandarin17 retained
遫	U+906B	chì	chì sù	kMandarin17 retained
遬	U+906C	sù	chuò sù	kMandarin17 retained
遮	U+906E	zhē	zhē zhě	kMandarin17 retained
遲	U+9072	chí	zhì chí	kMandarin17 retained
遴	U+9074	lín	lín lìn	kMandarin17 retained
遺	U+907A	yí	yí wèi	kMandarin17 retained
遻	U+907B	è	è wù	kMandarin17 retained
避	U+907F	bì	bèi bì	kMandarin17 retained
還	U+9084	hái	hái huán xuán	kMandarin17 retained
邆	U+9086	téng	dèng téng	kMandarin17 retained
邋	U+908B	lā	lā lá liè	kMandarin17 retained
邎	U+908E	yáo	yáo yóu	kMandarin17 retained
邓	U+9093	dèng	dèng shān	kMandarin17 retained
邜	U+909C	xī	mǎo xié	kMandarin17 retained
邝	U+909D	kuàng	kuò kuàng	kMandarin17 retained
那	U+90A3	nà	nā nǎ nà něi nèi nuó yǒu	kMandarin17 retained
邪	U+90AA	xié	xiá xié xú yé yú	kMandarin17 retained
邳	U+90B3	pī	péi	kMandarin17 retained
邺	U+90BA	yè	qiū yè	kMandarin17 retained
邻	U+90BB	lín	lín lìn	kMandarin17 retained
郃	U+90C3	hé	gé hé	kMandarin17 retained
郄	U+90C4	qiè	què xì	kMandarin17 retained
郇	U+90C7	huán	xún	kMandarin17 retained
郋	U+90CB	xí	xī xí	kMandarin17 retained
郍	U+90CD	nuó	fú nuó	kMandarin17 retained
郖	U+90D6	dòu	dōu dòu	kMandarin17 retained
郗	U+90D7	xī	chī	kMandarin17 retained
郝	U+90DD	hǎo	hè hǎo	kMandarin17 retained
郦	U+90E6	lì	lí lì	kMandarin17 retained
郩	U+90E9	xiáo	xiáo ǎo	kMandarin17 retained
郷	U+90F7	xiāng	xiāng xiàng	kMandarin17 retained
郸	U+90F8	dān	bù pǒu	kMandarin17 retained
都	U+90FD	dōu	dōu dū	kMandarin17 retained
鄃	U+9103	shū	yú	kMandarin17 retained
鄇	U+9107	hóu	hòu	kMandarin17 retained
鄉	U+9109	xiāng	xiāng xiàng	kMandarin17 retained
鄊	U+910A	xiāng	xiāng xiàng	kMandarin17 retained
鄎	U+910E	xī	xì	kMandarin17 retained
鄏	U+910F	rǔ	rù	kMandarin17 retained
鄑	U+9111	zī	jìn zī	kMandarin17 retained
鄓	U+9113	yè	jú jù yè	kMandarin17 retained
鄕	U+9115	xiāng	xiāng xiàng	kMandarin17 retained
鄗	U+9117	hào	hào qiāo	kMandarin17 retained
鄘	U+9118	yōng	yōng yóng	kMandarin17 retained
鄙	U+9119	bǐ	bǐ bì	kMandarin17 retained
鄚	U+911A	mào	mò	kMandarin17 retained
鄥	U+9125	qiāo	qiāo xiāo	kMandarin17 retained
鄩	U+9129	xún	xín	kMandarin17 retained
鄫	U+912B	zēng	céng	kMandarin17 retained
鄳	U+9133	méng	méng měng mǐng	kMandarin17 retained
鄵	U+9135	cào	cāo cào sāo	kMandarin17 retained
鄺	U+913A	kuàng	guǎng kuàng	kMandarin17 retained
鄿	U+913F	jī	qí	kMandarin17 retained
酀	U+9140	yàn	yān yǎn yàn	kMandarin17 retained
酂	U+9142	zàn	zàn cuó	kMandarin17 retained
酊	U+914A	dīng	dǐng	kMandarin17 retained
酎	U+914E	zhòu	qiǎ zhòu	kMandarin17 retained
酏	U+914F	yǐ	yí	kMandarin17 retained
酖	U+9156	zhèn	dān zhèn	kMandarin17 retained
酘	U+9158	dòu	tóu	kMandarin17 retained
酜	U+915C	fu	fū	kMandarin17 retained
酢	U+9162	zuò	zuò cù	kMandarin17 retained
酨	U+9168	zài	dài zài zuì	kMandarin17 retained
酩	U+9169	mǐng	míng mǐng	kMandarin17 retained
酪	U+916A	lào	lào luò	kMandarin17 retained
酵	U+9175	jiào	jiào xiào	kMandarin17 retained
酻	U+917B	zuì	fú zuì	kMandarin17 retained
酿	U+917F	niàng	niáng niàng	kMandarin17 retained
醈	U+9188	tán	dàn tán	kMandarin17 retained
醊	U+918A	zhuì	chuò	kMandarin17 retained
醋	U+918B	cù	zuò cù	kMandarin17 retained
醍	U+918D	tí	tí tǐ	kMandarin17 retained
醎	U+918E	xián	jiǎn xián	kMandarin17 retained
醒	U+9192	xǐng	xīng xǐng	kMandarin17 retained
醔	U+9194	qiú	qiú chōu yóu	kMandarin17 retained
醖	U+9196	yùn	wèn yùn	kMandarin17 retained
醗	U+9197	pò	fā	kMandarin17 retained
醘	U+9198	kē	kè	kMandarin17 retained
醛	U+919B	quán	quán chuò	kMandarin17 retained
醝	U+919D	cuō	cuó	kMandarin17 retained
醦	U+91A6	chěn	qiǎn chǎn chěn	kMandarin17 retained
醭	U+91AD	bú	bú pú	kMandarin17 retained
醱	U+91B1	fā	pò fā	kMandarin17 retained
醶	U+91B6	yàn	liǎn xiān yàn	kMandarin17 retained
醸	U+91B8	niàng	niáng niàng	kMandarin17 retained
釃	U+91C3	shāi	lí shī	kMandarin17 retained
采	U+91C7	cǎi	cǎi cài	kMandarin17 retained
释	U+91CA	shì	shì yì	kMandarin17 retained
重	U+91CD	zhòng	zhòng chóng	kMandarin17 retained
量	U+91CF	liàng	liáng liàng	kMandarin17 retained
釐	U+91D0	xī	lí xī	kMandarin17 retained
釓	U+91D3	gá	gā gá	kMandarin17 retained
釕	U+91D5	liǎo	liǎo liào	kMandarin17 retained
釘	U+91D8	dīng	dīng dìng	kMandarin17 retained
釛	U+91DB	bā	hé	kMandarin17 retained
釠	U+91E0	luàn	làn luàn	kMandarin17 retained
釤	U+91E4	shàn	shān shàn	kMandarin17 retained
釩	U+91E9	fǎn	fán	kMandarin17 retained
釪	U+91EA	huá	yú	kMandarin17 retained
釫	U+91EB	huá	huá xiǔ wū yú	kMandarin17 retained
釰	U+91F0	rì	jiàn rì rèn	kMandarin17 retained
釶	U+91F6	shī	tā shī shé yí yǐ	kMandarin17 retained
釸	U+91F8	xī	xì	kMandarin17 retained
釽	U+91FD	pì	pī	kMandarin17 retained
釿	U+91FF	jīn	yín	kMandarin17 retained
鈀	U+9200	bǎ	bā bǎ	kMandarin17 retained
鈃	U+9203	xíng	jiān xíng	kMandarin17 retained
鈄	U+9204	dǒu	tǒu	kMandarin17 retained
鈆	U+9206	qiān	yán	kMandarin17 retained
鈈	U+9208	bù	bù pī pí	kMandarin17 retained
鈒	U+9212	sà	jí sè	kMandarin17 retained
鈓	U+9213	rén	rén rèn	kMandarin17 retained
鈔	U+9214	chāo	chāo chào	kMandarin17 retained
鈗	U+9217	yǔn	ruì yǔn	kMandarin17 retained
鈘	U+9218	yǐ	qí qín yǐ	kMandarin17 retained
鈙	U+9219	qín	kān qí qiān qiàn qín	kMandarin17 retained
鈚	U+921A	pī	pī pí	kMandarin17 retained
鈛	U+921B	guō	guō huì yuè	kMandarin17 retained
鈢	U+9222	xǐ	niè xǐ	kMandarin17 retained
鈭	U+922D	zī	zī cī	kMandarin17 retained
鈮	U+922E	nǐ	ní nǐ	kMandarin17 retained
鈵	U+9235	bǐng	bìng	kMandarin17 retained
鈶	U+9236	sì	tái cí sì yí	kMandarin17 retained
鈷	U+9237	gǔ	gū gǔ	kMandarin17 retained
鈸	U+9238	bó	bá bó	kMandarin17 retained
鈹	U+9239	pī	pī pí	kMandarin17 retained
鈽	U+923D	bū	bù	kMandarin17 retained
鈾	U+923E	yóu	yóu yòu	kMandarin17 retained
鈿	U+923F	tián	diàn tián	kMandarin17 retained
鉀	U+9240	jiǎ	hé jiǎ jià	kMandarin17 retained
鉃	U+9243	shì	zú cù	kMandarin17 retained
鉄	U+9244	zhí	dié tiě zhì	kMandarin17 retained
鉆	U+9246	chān	zhān	kMandarin17 retained
鉇	U+9247	shī	tā tuó shī shé yí	kMandarin17 retained
鉈	U+9248	shī	tā shé	kMandarin17 retained
鉕	U+9255	pō	pō pǒ	kMandarin17 retained
鉛	U+925B	qiān	qiān yán	kMandarin17 retained
鉞	U+925E	yuè	huì yuè	kMandarin17 retained
鉟	U+925F	pī	pī pí	kMandarin17 retained
鉢	U+9262	bō	bō bó	kMandarin17 retained
鉨	U+9268	xǐ	nǐ	kMandarin17 retained
鉩	U+9269	xǐ	niè xǐ	kMandarin17 retained
鉪	U+926A	dì	dài dì tài	kMandarin17 retained
鉭	U+926D	tǎn	dàn	kMandarin17 retained
鉮	U+926E	huán	shēn	kMandarin17 retained
鉵	U+9275	tóng	tóng zhuó	kMandarin17 retained
鉺	U+927A	èr	ěr èr	kMandarin17 retained
鉿	U+927F	jiā	hā	kMandarin17 retained
銄	U+9284	xiǎng	jiōng jiǒng xiǎng xiàng	kMandarin17 retained
銎	U+928E	qióng	qiōng	kMandarin17 retained
銐	U+9290	chì	lì chì wú wù	kMandarin17 retained
銒	U+9292	xíng	jiān xíng yán	kMandarin17 retained
銕	U+9295	tiě	dié tiě yí	kMandarin17 retained
銚	U+929A	yáo	diào yáo	kMandarin17 retained
銢	U+92A2	pǐ	yǒng	kMandarin17 retained
銨	U+92A8	ǎn	ān	kMandarin17 retained
銭	U+92AD	qián	jiǎn qián	kMandarin17 retained
銯	U+92AF	sī	mì	kMandarin17 retained
銰	U+92B0	āi	ài	kMandarin17 retained
銻	U+92BB	tí	tì	kMandarin17 retained
銽	U+92BD	guā	tiǎn guā xiān	kMandarin17 retained
銾	U+92BE	hòng	gǒng	kMandarin17 retained
鋀	U+92C0	tōu	dòu	kMandarin17 retained
鋄	U+92C4	wàn	wǎn	kMandarin17 retained
鋌	U+92CC	dìng	dìng tǐng	kMandarin17 retained
鋎	U+92CE	hàn	hàn huàn	kMandarin17 retained
鋑	U+92D1	cuān	juān cuān	kMandarin17 retained
鋖	U+92D6	sī	tuǒ sī	kMandarin17 retained
鋘	U+92D8	huá	wú	kMandarin17 retained
鋙	U+92D9	yǔ	hú huá wú yǔ	kMandarin17 retained
鋛	U+92DB	kuàng	gǒng kuàng	kMandarin17 retained
鋜	U+92DC	zhuó	chuò	kMandarin17 retained
鋞	U+92DE	xíng	xíng xìng	kMandarin17 retained
鋟	U+92DF	qǐn	qiān qǐn	kMandarin17 retained
鋥	U+92E5	zèng	zhèng	kMandarin17 retained
鋦	U+92E6	jū	jú	kMandarin17 retained
鋧	U+92E7	xiàn	xiǎn	kMandarin17 retained
鋪	U+92EA	pù	pū pù	kMandarin17 retained
鋴	U+92F4	zhèn	kè	kMandarin17 retained
鋶	U+92F6	liǔ	lǚ	kMandarin17 retained
鋸	U+92F8	jù	jū jù	kMandarin17 retained
鋺	U+92FA	yuǎn	wān wǎn yuè yuān yuǎn	kMandarin17 retained
鋻	U+92FB	jiàn	jiān jiàn	kMandarin17 retained
鋼	U+92FC	gāng	gāng gàng	kMandarin17 retained
錀	U+9300	lún	fēn lún	kMandarin17 retained
錁	U+9301	guǒ	kè	kMandarin17 retained
錃	U+9303	pī	bēi	kMandarin17 retained
錇	U+9307	póu	péi póu fú	kMandarin17 retained
錈	U+9308	juǎn	juǎn juàn	kMandarin17 retained
錊	U+930A	zuì	zù zuì	kMandarin17 retained
錍	U+930D	pī	bì pī pí	kMandarin17 retained
錏	U+930F	yā	yā yà	kMandarin17 retained
錑	U+9311	lèi	léi lèi	kMandarin17 retained
錒	U+9312	ā	ā ē	kMandarin17 retained
錖	U+9316	dú	dū dǔ	kMandarin17 retained
錗	U+9317	nèi	wèi	kMandarin17 retained
錝	U+931D	zòng	cóng	kMandarin17 retained
錞	U+931E	chún	duì chún	kMandarin17 retained
錟	U+931F	tán	tán xiān	kMandarin17 retained
錢	U+9322	qián	jiǎn qián	kMandarin17 retained
錤	U+9324	jī	jī qí	kMandarin17 retained
錪	U+932A	tiǎn	diǎn tiǎn	kMandarin17 retained
錫	U+932B	xī	xí	kMandarin17 retained
錯	U+932F	cuò	cù cuò	kMandarin17 retained
錻	U+933B	wu	wǔ	kMandarin17 retained
錽	U+933D	wàn	wǎn	kMandarin17 retained
鍂	U+9342	piān	gàn	kMandarin17 retained
鍃	U+9343	huō	hū	kMandarin17 retained
鍈	U+9348	yīng	yāng	kMandarin17 retained
鍉	U+9349	dī	dī dí chí shi	kMandarin17 retained
鍐	U+9350	zōng	zōng cōng	kMandarin17 retained
鍑	U+9351	fù	fú fù	kMandarin17 retained
鍕	U+9355	jūn	jūn rǒu	kMandarin17 retained
鍙	U+9359	hù	hóng hòng	kMandarin17 retained
鍜	U+935C	xiá	duàn xiā xiá	kMandarin17 retained
鍡	U+9361	wěi	wěi wèi	kMandarin17 retained
鍢	U+9362	fù	fú fù	kMandarin17 retained
鍤	U+9364	chā	chá	kMandarin17 retained
鍥	U+9365	qiè	jié qiè	kMandarin17 retained
鍦	U+9366	shī	shī shé	kMandarin17 retained
鍩	U+9369	tiǎn	tiǎn nuò	kMandarin17 retained
鍫	U+936B	qiāo	qiāo qiū	kMandarin17 retained
鍳	U+9373	jiàn	jiān jiàn	kMandarin17 retained
鍶	U+9376	sōng	sī	kMandarin17 retained
鍷	U+9377	kuí	kuī	kMandarin17 retained
鎄	U+9384	āi	āi yī yǐ	kMandarin17 retained
鎆	U+9386	qian	qián	kMandarin17 retained
鎈	U+9388	suǒ	chā	kMandarin17 retained
鎉	U+9389	dá	tà	kMandarin17 retained
鎎	U+938E	kài	kài xì	kMandarin17 retained
鎐	U+9390	yáo	zú yáo	kMandarin17 retained
鎗	U+9397	qiāng	qiāng chēng	kMandarin17 retained
鎘	U+9398	lì	lì gé	kMandarin17 retained
鎝	U+939D	dā	tǎ sà	kMandarin17 retained
鎞	U+939E	bī	bì pī	kMandarin17 retained
鎣	U+93A3	yíng	yīng yíng yìng	kMandarin17 retained
鎤	U+93A4	huàng	huǎng	kMandarin17 retained
鎩	U+93A9	shā	shā shài	kMandarin17 retained
鎫	U+93AB	wàn	wǎn	kMandarin17 retained
鎬	U+93AC	hào	gǎo hào	kMandarin17 retained
鎯	U+93AF	láng	luǒ	kMandarin17 retained
鏀	U+93C0	lǔ	lián lǔ	kMandarin17 retained
鏂	U+93C2	ōu	kōu qū ōu	kMandarin17 retained
鏃	U+93C3	zú	chuò zú cù	kMandarin17 retained
鏅	U+93C5	xiū	xiū xiù	kMandarin17 retained
鏈	U+93C8	liàn	lián liàn	kMandarin17 retained
鏊	U+93CA	ào	áo ào	kMandarin17 retained
鏏	U+93CF	wèi	huì wèi	kMandarin17 retained
鏑	U+93D1	dí	dī dí	kMandarin17 retained
鏒	U+93D2	sǎn	qiāo sǎn	kMandarin17 retained
鏓	U+93D3	zǒng	cōng	kMandarin17 retained
鏔	U+93D4	yí	yí yín	kMandarin17 retained
鏙	U+93D9	cuī	cuǐ	kMandarin17 retained
鏚	U+93DA	qī	qì	kMandarin17 retained
鏜	U+93DC	tāng	tāng táng	kMandarin17 retained
鏞	U+93DE	yōng	yōng yóng	kMandarin17 retained
鏩	U+93E9	jiàn	jiàn chán zàn	kMandarin17 retained
鏱	U+93F1	zhang	zhāng	kMandarin17 retained
鏲	U+93F2	qian	qiān	kMandarin17 retained
鏳	U+93F3	chēng	zhēng chēng	kMandarin17 retained
鏹	U+93F9	qiǎng	qiāng qiǎng	kMandarin17 retained
鏻	U+93FB	lín	lín lìn líng	kMandarin17 retained
鏼	U+93FC	sè	sè suǒ	kMandarin17 retained
鐀	U+9400	kuì	guì kuì	kMandarin17 retained
鐉	U+9409	quān	quán chuān	kMandarin17 retained
鐋	U+940B	tāng	tāng tàng	kMandarin17 retained
鐐	U+9410	liáo	liáo liào	kMandarin17 retained
鐑	U+9411	qiè	jié	kMandarin17 retained
鐒	U+9412	láo	láo lǎo	kMandarin17 retained
鐓	U+9413	duì	duì dūn chún	kMandarin17 retained
鐔	U+9414	xín	tán	kMandarin17 retained
鐗	U+9417	jiǎn	jiàn	kMandarin17 retained
鐙	U+9419	dèng	dēng dèng	kMandarin17 retained
鐚	U+941A	yā	yā yǎ yà	kMandarin17 retained
鐜	U+941C	duī	duī duì dūn dùn	kMandarin17 retained
鐟	U+941F	zān	tì zān	kMandarin17 retained
鐡	U+9421	tiě	dié tiě	kMandarin17 retained
鐧	U+9427	jiān	jiàn	kMandarin17 retained
鐭	U+942D	yù	ào yù	kMandarin17 retained
鐰	U+9430	qiāo	qiāo cáo sào	kMandarin17 retained
鐱	U+9431	jiàn	qiān	kMandarin17 retained
鐵	U+9435	tiě	dié tiě	kMandarin17 retained
鐺	U+943A	dāng	dāng chēng	kMandarin17 retained
鐾	U+943E	bèi	bì	kMandarin17 retained
鑃	U+9443	diào	diào zhào yáo	kMandarin17 retained
鑅	U+9445	héng	héng huāng huáng	kMandarin17 retained
鑈	U+9448	niè	nǐ niē niè	kMandarin17 retained
鑉	U+9449	hé	tà hé jiǎ	kMandarin17 retained
鑋	U+944B	qīng	qīng qìng	kMandarin17 retained
鑎	U+944E	kuì	guì kuì	kMandarin17 retained
鑖	U+9456	miè	mì miè	kMandarin17 retained
鑘	U+9458	léi	léi lěi	kMandarin17 retained
鑚	U+945A	zuàn	zuān zuǎn zuàn	kMandarin17 retained
鑛	U+945B	kuàng	gǒng kuàng	kMandarin17 retained
鑜	U+945C	shǎng	xiǎng xiàng cháng	kMandarin17 retained
鑦	U+9466	xian	xián	kMandarin17 retained
鑭	U+946D	làn	lán	kMandarin17 retained
鑰	U+9470	yào	yào yuè	kMandarin17 retained
鑲	U+9472	xiāng	xiāng ráng	kMandarin17 retained
鑴	U+9474	xī	xī xì	kMandarin17 retained
鑹	U+9479	cuān	cuān cuàn	kMandarin17 retained
鑽	U+947D	zuān	zuān zuǎn zuàn	kMandarin17 retained
鑿	U+947F	záo	záo zuò	kMandarin17 retained
钃	U+9483	zhú	shǔ	kMandarin17 retained
钄	U+9484	lán	lán làn	kMandarin17 retained
钆	U+9486	gá	gá qiú	kMandarin17 retained
钉	U+9489	dīng	dīng dìng	kMandarin17 retained
钋	U+948B	pō	pō pò	kMandarin17 retained
钌	U+948C	liǎo	liǎo liào	kMandarin17 retained
钏	U+948F	chuàn	chuān chuàn	kMandarin17 retained
钐	U+9490	shān	shān shàn	kMandarin17 retained
钑	U+9491	sà	xì sà	kMandarin17 retained
钒	U+9492	fán	fán fǎn fàn	kMandarin17 retained
钗	U+9497	chāi	chā chāi	kMandarin17 retained
钘	U+9498	xíng	jiān xíng	kMandarin17 retained
钚	U+949A	bù	bù pī	kMandarin17 retained
钞	U+949E	chāo	chāo chǎo	kMandarin17 retained
钠	U+94A0	nà	nà ruì	kMandarin17 retained
钢	U+94A2	gāng	gāng gàng	kMandarin17 retained
钤	U+94A4	qián	hán qián	kMandarin17 retained
钥	U+94A5	yào	yuè	kMandarin17 retained
钮	U+94AE	niǔ	niǔ chǒu	kMandarin17 retained
钯	U+94AF	bǎ	bā bá bǎ	kMandarin17 retained
钱	U+94B1	qián	jiǎn qián	kMandarin17 retained
钳	U+94B3	qián	qián ān	kMandarin17 retained
钴	U+94B4	gǔ	gú gǔ gù	kMandarin17 retained
钷	U+94B7	pǒ	pō pǒ	kMandarin17 retained
钻	U+94BB	zuān	zuān zuàn	kMandarin17 retained
钾	U+94BE	jiǎ	gé jiǎ	kMandarin17 retained
钿	U+94BF	diàn	diàn tián	kMandarin17 retained
铀	U+94C0	yóu	zhòu yóu	kMandarin17 retained
铁	U+94C1	tiě	tiě zhí	kMandarin17 retained
铄	U+94C4	shuò	shuò yuè	kMandarin17 retained
铅	U+94C5	qiān	qiān yán	kMandarin17 retained
铆	U+94C6	mǎo	mǎo liǔ	kMandarin17 retained
铇	U+94C7	bào	báo bào páo	kMandarin17 retained
铊	U+94CA	tā	tā shé	kMandarin17 retained
铋	U+94CB	bì	bì sè	kMandarin17 retained
铌	U+94CC	ní	ní nǐ	kMandarin17 retained
铍	U+94CD	pí	pī pí	kMandarin17 retained
铒	U+94D2	ěr	ěr èr	kMandarin17 retained
铔	U+94D4	yā	yā yà	kMandarin17 retained
铙	U+94D9	náo	náo nào	kMandarin17 retained
铛	U+94DB	dāng	tāng chēng chéng	kMandarin17 retained
铝	U+94DD	lǚ	lǚ lǜ	kMandarin17 retained
铣	U+94E3	xǐ	xī xǐ xiǎn	kMandarin17 retained
铤	U+94E4	tǐng	dìng tǐng	kMandarin17 retained
铦	U+94E6	xiān	tiǎn xiān	kMandarin17 retained
铩	U+94E9	shā	shì shā shà	kMandarin17 retained
铪	U+94EA	hā	hā jiā	kMandarin17 retained
铫	U+94EB	diào	tiāo tiào yáo	kMandarin17 retained
铬	U+94EC	gè	luò gē gè	kMandarin17 retained
铴	U+94F4	tāng	tāng tàng	kMandarin17 retained
铺	U+94FA	pù	pū pú pù	kMandarin17 retained
铻	U+94FB	wú	yú yǔ	kMandarin17 retained
链	U+94FE	liàn	lián liàn	kMandarin17 retained
锄	U+9504	chú	jǔ chú	kMandarin17 retained
锅	U+9505	guō	guō guǒ	kMandarin17 retained
锇	U+9507	é	tiě é	kMandarin17 retained
锈	U+9508	xiù	xiù yòu	kMandarin17 retained
锌	U+950C	xīn	xīn zǐ	kMandarin17 retained
锏	U+950F	jiǎn	jiān jiǎn	kMandarin17 retained
锐	U+9510	ruì	duì ruì	kMandarin17 retained
锑	U+9511	tī	tī tí	kMandarin17 retained
锓	U+9513	qǐn	qiān qīn qǐn	kMandarin17 retained
锔	U+9514	jū	jū jú	kMandarin17 retained
锕	U+9515	ā	kē ā	kMandarin17 retained
锗	U+9517	zhě	duǒ zhě	kMandarin17 retained
锘	U+9518	nuò	tiǎn nuò	kMandarin17 retained
错	U+9519	cuò	cù cuō cuò	kMandarin17 retained
锜	U+951C	qí	qí yǐ	kMandarin17 retained
锞	U+951E	kè	guǒ kě kè	kMandarin17 retained
锟	U+951F	kūn	gǔn kūn	kMandarin17 retained
锡	U+9521	xī	tì xī	kMandarin17 retained
锫	U+952B	péi	péi póu	kMandarin17 retained
锬	U+952C	tán	tán tǎn xiān	kMandarin17 retained
锯	U+952F	jù	jū jù	kMandarin17 retained
锴	U+9534	kǎi	kǎi jiě	kMandarin17 retained
锶	U+9536	sī	sī sōng	kMandarin17 retained
镂	U+9542	lòu	lòu lǘ	kMandarin17 retained
镉	U+9549	gé	lì gé	kMandarin17 retained
镏	U+954F	liú	liú liù	kMandarin17 retained
镐	U+9550	gǎo	gǎo hào	kMandarin17 retained
镑	U+9551	bàng	bàng pāng	kMandarin17 retained
镗	U+9557	tāng	tāng táng	kMandarin17 retained
镝	U+955D	dī	dī dí	kMandarin17 retained
镞	U+955E	zú	chuò zú	kMandarin17 retained
镟	U+955F	xuàn	xuán xuàn	kMandarin17 retained
镠	U+9560	liú	liú liù	kMandarin17 retained
镡	U+9561	chán	xín chán	kMandarin17 retained
镣	U+9563	liào	liáo	kMandarin17 retained
镦	U+9566	dūn	duī duì dūn	kMandarin17 retained
镧	U+9567	lán	lán liàn	kMandarin17 retained
镩	U+9569	cuān	chuàn cuān	kMandarin17 retained
镪	U+956A	qiāng	qiāng qiǎng	kMandarin17 retained
镫	U+956B	dèng	dēng dèng	kMandarin17 retained
镮	U+956E	huán	huán xuàn	kMandarin17 retained
镯	U+956F	zhuó	zhuó shǔ	kMandarin17 retained
镶	U+9576	xiāng	xiāng ráng	kMandarin17 retained
長	U+9577	zhǎng	zhǎng zhàng cháng	kMandarin17 retained
镸	U+9578	cháng	zhǎng zhàng cháng	kMandarin17 retained
镽	U+957D	liǎo	liáo liǎo	kMandarin17 retained
长	U+957F	zhǎng	zhǎng cháng chàng	kMandarin17 retained
閄	U+9584	huò	huò shǎn	kMandarin17 retained
閍	U+958D	bēng	bēng fāng	kMandarin17 retained
閒	U+9592	xián	jiān jiàn xián	kMandarin17 retained
間	U+9593	jiān	jiān jiàn	kMandarin17 retained
閕	U+9595	xiā	xiā xiǎ ě yà	kMandarin17 retained
閖	U+9596	shui	shuǐ	kMandarin17 retained
閜	U+959C	xiǎ	kě xiǎ ě	kMandarin17 retained
閡	U+95A1	ài	hé	kMandarin17 retained
閤	U+95A4	gé	gé hé	kMandarin17 retained
閧	U+95A7	hòng	hòng xiàng	kMandarin17 retained
閩	U+95A9	mǐn	mín mǐn	kMandarin17 retained
閬	U+95AC	làng	láng lǎng làng	kMandarin17 retained
閰	U+95B0	jú	jú yán	kMandarin17 retained
閷	U+95B7	shài	shā shài	kMandarin17 retained
閺	U+95BA	wén	mín wén	kMandarin17 retained
閼	U+95BC	è	è yān yù	kMandarin17 retained
闀	U+95C0	hòng	xiàng	kMandarin17 retained
闁	U+95C1	bāo	bāo bǎo	kMandarin17 retained
闂	U+95C2	hòng	hòng xiàng	kMandarin17 retained
闇	U+95C7	àn	ān àn	kMandarin17 retained
闍	U+95CD	dū	dū shé	kMandarin17 retained
闎	U+95CE	quán	quān	kMandarin17 retained
闕	U+95D5	què	quē què	kMandarin17 retained
闖	U+95D6	chuǎng	chèn chuǎng chuàng	kMandarin17 retained
闝	U+95DD	piáo	piāo piáo	kMandarin17 retained
闞	U+95DE	kàn	kǎn kàn hǎn	kMandarin17 retained
闟	U+95DF	xì	tà xì	kMandarin17 retained
闧	U+95E7	tā	yuǎn	kMandarin17 retained
闫	U+95EB	yán	yán yǎn yàn	kMandarin17 retained
闬	U+95EC	hàn	bì hàn	kMandarin17 retained
闯	U+95EF	chuǎng	chèn chuǎng	kMandarin17 retained
间	U+95F4	jiān	jiān jiǎn jiàn	kMandarin17 retained
闵	U+95F5	mǐn	mín mǐn	kMandarin17 retained
闷	U+95F7	mèn	mēn mèn	kMandarin17 retained
闸	U+95F8	zhá	zhā zhá yā	kMandarin17 retained
闻	U+95FB	wén	wén wèn	kMandarin17 retained
阂	U+9602	hé	hé hè ài	kMandarin17 retained
阆	U+9606	làng	lǎng làng	kMandarin17 retained
阇	U+9607	dū	dū shé	kMandarin17 retained
阊	U+960A	chāng	tāng chāng	kMandarin17 retained
阋	U+960B	xì	hè xì	kMandarin17 retained
阎	U+960E	yán	yán yǎn yàn	kMandarin17 retained
阏	U+960F	yān	ē è yù	kMandarin17 retained
阑	U+9611	lán	lán làn	kMandarin17 retained
阕	U+9615	què	jué qué què	kMandarin17 retained
阙	U+9619	quē	quē qué què	kMandarin17 retained
阚	U+961A	kàn	kàn hǎn	kMandarin17 retained
阝	U+961D	fù	yì	kMandarin17 retained
阠	U+9620	xìn	xìn xùn	kMandarin17 retained
阣	U+9623	gài	gài yì	kMandarin17 retained
阤	U+9624	zhì	tuó zhì yǐ	kMandarin17 retained
阥	U+9625	yīn	ān yīn yìn	kMandarin17 retained
阧	U+9627	dǒu	dǒu tú	kMandarin17 retained
阨	U+9628	è	è ài	kMandarin17 retained
阫	U+962B	péi	bēi pēi péi pī guài huài	kMandarin17 retained
阴	U+9634	yīn	ān yīn yìn	kMandarin17 retained
